State,Region,Assessment Unit ID,Cycle,Water Status,Water Name,Water Type,Water Size,Size Unit,Water Type Group,Monitoring Scheduled Date
VT,1,VT14-05.02,2008,IMPAIRED,Tributary to Tabor Branch,RIVER,0.1,MILES,STREAM/CREEK/RIVER,-
VT,1,VT15-01.01,2008,IMPAIRED,Passumpsic Main Stem,RIVER,5,MILES,STREAM/CREEK/RIVER,-
VT,1,VT15-04.01,2008,IMPAIRED,Sleepers River,RIVER,1.5,MILES,STREAM/CREEK/RIVER,-
VT,1,VT17-01.01,2008,IMPAIRED,Crystal Brook,RIVER,0.3,MILES,STREAM/CREEK/RIVER,-
VT,1,VT17-02.01,2008,IMPAIRED,Stearns Brook,RIVER,0.5,MILES,STREAM/CREEK/RIVER,-
VT,1,VT16-11L01,2008,IMPAIRED,UNKNOWN (AVYGOR),FRESHWATER LAKE,19,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-11L02,2008,GOOD,LEWIS,FRESHWATER LAKE,68,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-11L03,2008,GOOD,MCCONNELL,FRESHWATER LAKE,87,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-07L04,2008,GOOD,LOST (GEORGA),FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-08L01_01,2008,GOOD,LONG (MILTON),FRESHWATER LAKE,38,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-08L01_02,2008,GOOD,LONG (MILTON),FRESHWATER LAKE,9,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01,2008,GOOD,Poultney Mainstem and tributaries,RIVER,18.8,MILES,STREAM/CREEK/RIVER,-
VT,1,VT02-02,2008,GOOD,Hubbardton River,RIVER,31,MILES,STREAM/CREEK/RIVER,-
VT,1,VT02-03,2008,GOOD,Castleton River,RIVER,47,MILES,STREAM/CREEK/RIVER,-
VT,1,VT02-04,2008,GOOD,Upper Poultney Watershed,RIVER,59.2,MILES,STREAM/CREEK/RIVER,-
VT,1,VT02-05,2008,GOOD,Mettawee River Watershed,RIVER,38.6,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-01,2008,GOOD,Lower Otter Creek,RIVER,18.1,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-02,2008,NOT_ASSESSED,Minor Tribs - Lower Otter Creek,RIVER,12,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-03,2008,NOT_ASSESSED,Mid-Main Stem Otter Creek,RIVER,34.1,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-04,2008,GOOD,Tribs to Mid Mainstem Otter Creek,RIVER,29,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-05,2008,GOOD,Upper Main Stem Otter Creek,RIVER,20.5,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-06,2008,GOOD,Tribs - Upper Main Stem Otter Creek,RIVER,8.7,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-07,2008,GOOD,Little Otter Creek minus segments,RIVER,78.7,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-08,2008,GOOD,Lewis Creek,RIVER,26.2,MILES,STREAM/CREEK/RIVER,-
VT,1,VT05-10L02_02,2008,IMPAIRED,CHAMP-MAIN LAKE,FRESHWATER LAKE,4201,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-11L01_01,2008,IMPAIRED,CHAMP-SHELBURNE BAY,FRESHWATER LAKE,1801,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-11L01_02,2008,IMPAIRED,CHAMP-SHELBURNE BAY,FRESHWATER LAKE,442,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-11L01_03,2008,IMPAIRED,CHAMP-SHELBURNE BAY,FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-11L02_01,2008,GOOD,IROQUOIS,FRESHWATER LAKE,197,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-11L02_02,2008,IMPAIRED,IROQUOIS,FRESHWATER LAKE,46,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-11L03,2008,GOOD,LOWER,FRESHWATER LAKE,58,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT05-12L01,2008,GOOD,DUCK (SHELBN),FRESHWATER LAKE,4,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT06-03L01,2008,GOOD,OXBOW;,FRESHWATER LAKE,27,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT06-05L01,2008,IMPAIRED,METCALF,FRESHWATER LAKE,81,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L01_01,2008,GOOD,BIG,FRESHWATER LAKE,21,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L01_02,2008,GOOD,BIG,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L01_03,2008,GOOD,BIG,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L02_01,2008,GOOD,HANCOCK (STAMFD),FRESHWATER LAKE,41,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L02_02,2008,GOOD,HANCOCK (STAMFD),FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L03,2008,GOOD,SOUTH STREAM,FRESHWATER LAKE,24,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L04,2008,GOOD,SHAFTSBURY,FRESHWATER LAKE,27,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L05,2008,GOOD,PARAN,FRESHWATER LAKE,40,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L06,2008,GOOD,THOMPSONS,FRESHWATER LAKE,28,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-03L07,2008,GOOD,BARBER,FRESHWATER LAKE,19,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L01,2008,IMPAIRED,BOURN,FRESHWATER LAKE,48,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L02,2008,IMPAIRED,MADELEINE,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L03,2008,GOOD,HOPPER,FRESHWATER LAKE,1,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L04,2008,GOOD,BARBOS,FRESHWATER LAKE,7,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L05,2008,GOOD,DUFRESNE,FRESHWATER LAKE,8,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L06,2008,GOOD,BULLHEAD (MANCHR),FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L07,2008,GOOD,EQUINOX,FRESHWATER LAKE,15,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L08,2008,GOOD,PICKEREL,FRESHWATER LAKE,9,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L09,2008,GOOD,SOUTH VILLAGE,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L10,2008,IMPAIRED,LITTLE MUD (WINHLL),FRESHWATER LAKE,21,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L11,2008,IMPAIRED,LYE BROOK-N;,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-05L12,2008,IMPAIRED,LYE BROOK-S;,FRESHWATER LAKE,18,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-06L01,2008,IMPAIRED,BRANCH,FRESHWATER LAKE,34,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-06L02,2008,IMPAIRED,BEEBE (SUNDLD),FRESHWATER LAKE,8,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-06L03,2008,GOOD,MILLER;,FRESHWATER LAKE,11,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-06L04,2008,GOOD,LOST (SUNDLD),FRESHWATER LAKE,2,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT01-07L01,2008,GOOD,KENT HOLLOW;,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01L01,2008,IMPAIRED,COGGMAN,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01L02,2008,GOOD,BILLINGS MARSH,FRESHWATER LAKE,56,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01L03_01,2008,GOOD,INMAN,FRESHWATER LAKE,68,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01L03_02,2008,GOOD,INMAN,FRESHWATER LAKE,17,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01L04_01,2008,GOOD,OLD MARSH,FRESHWATER LAKE,105,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01L04_02,2008,GOOD,OLD MARSH,FRESHWATER LAKE,26,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01L05_01,2008,GOOD,ROOT,FRESHWATER LAKE,14,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-01L05_02,2008,GOOD,ROOT,FRESHWATER LAKE,4,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L01_01,2008,GOOD,SPRUCE (ORWELL),FRESHWATER LAKE,24,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L01_02,2008,GOOD,SPRUCE (ORWELL),FRESHWATER LAKE,1,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L02_01,2008,GOOD,SUNRISE,FRESHWATER LAKE,31,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L02_02,2008,GOOD,SUNRISE,FRESHWATER LAKE,26,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L03_01,2008,GOOD,SUNSET (BENSON),FRESHWATER LAKE,161,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L03_02,2008,GOOD,SUNSET (BENSON),FRESHWATER LAKE,41,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L04_01,2008,GOOD,BURR (SUDBRY),FRESHWATER LAKE,45,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L04_02,2008,GOOD,BURR (SUDBRY),FRESHWATER LAKE,40,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L05_01,2008,GOOD,HORTONIA,FRESHWATER LAKE,319,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L05_02,2008,GOOD,HORTONIA,FRESHWATER LAKE,160,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L06_01,2008,GOOD,BLACK (HUBDTN),FRESHWATER LAKE,15,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L06_02,2008,GOOD,BLACK (HUBDTN),FRESHWATER LAKE,2,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L06_03,2008,IMPAIRED,BLACK (HUBDTN),FRESHWATER LAKE,1,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L06_04,2008,GOOD,BLACK (HUBDTN),FRESHWATER LAKE,2,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L07_01,2008,GOOD,MILL (BENSON),FRESHWATER LAKE,37,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L07_02,2008,GOOD,MILL (BENSON),FRESHWATER LAKE,2,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L08_01,2008,GOOD,HINKUM,FRESHWATER LAKE,48,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L08_02,2008,GOOD,HINKUM,FRESHWATER LAKE,12,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L09_01,2008,GOOD,BREESE,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L09_02,2008,GOOD,BREESE,FRESHWATER LAKE,2,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L10,2008,GOOD,CHOATE,FRESHWATER LAKE,11,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L11,2008,GOOD,MUD (ORWELL),FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L12,2008,GOOD,HOUGH,FRESHWATER LAKE,16,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-02L13,2008,GOOD,DOUGHTY,FRESHWATER LAKE,17,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L01_01,2008,GOOD,ECHO (HUBDTN),FRESHWATER LAKE,40,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L01_02,2008,GOOD,ECHO (HUBDTN),FRESHWATER LAKE,14,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L02_01,2008,GOOD,BEEBE (HUBDTN),FRESHWATER LAKE,89,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L02_02,2008,GOOD,BEEBE (HUBDTN),FRESHWATER LAKE,17,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L02_03,2008,GOOD,BEEBE (HUBDTN),FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L03,2008,GOOD,AUSTIN,FRESHWATER LAKE,28,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L04,2008,GOOD,HALF MOON,FRESHWATER LAKE,23,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L05_01,2008,GOOD,BOMOSEEN,FRESHWATER LAKE,1489,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L05_02,2008,IMPAIRED,BOMOSEEN,FRESHWATER LAKE,64,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L05_03,2008,IMPAIRED,BOMOSEEN,FRESHWATER LAKE,236,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L05_04,2008,GOOD,BOMOSEEN,FRESHWATER LAKE,566,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L05_05,2008,GOOD,BOMOSEEN,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L06_01,2008,GOOD,GLEN,FRESHWATER LAKE,196,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L06_02,2008,IMPAIRED,GLEN,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L07,2008,GOOD,LOVES MARSH,FRESHWATER LAKE,62,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L08,2008,GOOD,ROACH,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L09,2008,GOOD,PINE,FRESHWATER LAKE,40,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L10,2008,GOOD,BUTLER,FRESHWATER LAKE,3,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L11,2008,GOOD,HIGH (HUBDTN),FRESHWATER LAKE,3,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L12,2008,GOOD,LILY (CASLTN),FRESHWATER LAKE,9,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-03L13,2008,GOOD,QUARRY;,FRESHWATER LAKE,17,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L01,2008,GOOD,LILY (POULTY),FRESHWATER LAKE,22,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L02,2008,GOOD,LITTLE (WELLS),FRESHWATER LAKE,162,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L03_01,2008,GOOD,ST. CATHERINE,FRESHWATER LAKE,728,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L03_02,2008,GOOD,ST. CATHERINE,FRESHWATER LAKE,176,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L04,2008,GOOD,N.E. DEVELOPERS,FRESHWATER LAKE,27,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L05,2008,GOOD,FAN;,FRESHWATER LAKE,12,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L06,2008,GOOD,PINNACLE;,FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L07_01,2008,GOOD,PRENTISS,FRESHWATER LAKE,3,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT02-05L07_02,2008,GOOD,PRENTISS,FRESHWATER LAKE,2,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-02L01_01,2008,GOOD,DANYOW,FRESHWATER LAKE,154,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-02L01_02,2008,GOOD,DANYOW,FRESHWATER LAKE,38,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-02L02,2008,GOOD,PORTER,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-04L01,2008,IMPAIRED,SUGAR HILL,FRESHWATER LAKE,63,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-04L02_01,2008,IMPAIRED,SILVER (LEICTR),FRESHWATER LAKE,81,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-04L02_02,2008,IMPAIRED,SILVER (LEICTR),FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-04L03,2008,GOOD,MUDD,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-04L04_01,2008,GOOD,FERN,FRESHWATER LAKE,35,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-04L04_02,2008,GOOD,FERN,FRESHWATER LAKE,14,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-05L03,2008,GOOD,LILY (LYNDON),FRESHWATER LAKE,8,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-06L01,2008,GOOD,BRUCE,FRESHWATER LAKE,27,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-06L02,2008,GOOD,BLAKE (SHEFLD),FRESHWATER LAKE,7,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-07L01,2008,GOOD,NEWARK,FRESHWATER LAKE,153,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-07L02,2008,GOOD,MARL,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-07L03,2008,GOOD,SOUTH DOLLOFF,FRESHWATER LAKE,3,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L01,2008,GOOD,BALD HILL,FRESHWATER LAKE,108,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L02,2008,GOOD,SAWDUST,FRESHWATER LAKE,15,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L03_01,2008,GOOD,CENTER ,FRESHWATER LAKE,69,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L03_02,2008,GOOD,CENTER ,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L04,2008,GOOD,BROWN,FRESHWATER LAKE,15,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L05_01,2008,GOOD,WALKER (NEWARK),FRESHWATER LAKE,2,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L05_02,2008,GOOD,WALKER (NEWARK),FRESHWATER LAKE,1,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L06,2008,GOOD,BECK,FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-08L07,2008,GOOD,DUCK (BURKE),FRESHWATER LAKE,4,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L01,2008,GOOD,MUD (GRANBY),FRESHWATER LAKE,55,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L02,2008,GOOD,COW MOUNTAIN ,FRESHWATER LAKE,10,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L03,2008,GOOD,JOHNSON (KIRBY),FRESHWATER LAKE,7,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L04_01,2008,GOOD,STILES,FRESHWATER LAKE,115,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L04_02,2008,GOOD,STILES,FRESHWATER LAKE,20,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L05_01,2008,GOOD,KIRBY,FRESHWATER LAKE,2,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L05_02,2008,GOOD,KIRBY,FRESHWATER LAKE,8,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L06,2008,GOOD,DUCK (WATRFD),FRESHWATER LAKE,16,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT15-09L07,2008,GOOD,MUD (EHAVEN),FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-01L01,2008,GOOD,LEWIN,FRESHWATER LAKE,4,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-04L01,2008,IMPAIRED,MOORE,FRESHWATER LAKE,1235,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-05L01,2008,IMPAIRED,COMERFORD,FRESHWATER LAKE,777,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-05L02,2008,NOT_ASSESSED,CHANDLER;,FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-07L01,2008,GOOD,LEIGHTON HILL;,FRESHWATER LAKE,6,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-08L01,2008,GOOD,FOREST (AVERLL),FRESHWATER LAKE,62,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-08L02_01,2008,GOOD,WALLACE,FRESHWATER LAKE,502,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-08L02_02,2008,GOOD,WALLACE,FRESHWATER LAKE,30,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT16-09L01,2008,GOOD,BLODGETT;,FRESHWATER LAKE,15,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L02_01,2008,GOOD,AMHERST,FRESHWATER LAKE,76,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L02_02,2008,GOOD,AMHERST,FRESHWATER LAKE,5,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L03,2008,GOOD,ECHO (PLYMTH),FRESHWATER LAKE,104,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L04,2008,GOOD,READING,FRESHWATER LAKE,22,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L05,2008,GOOD,NINEVAH,FRESHWATER LAKE,171,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L06,2008,GOOD,TINY,FRESHWATER LAKE,29,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L07,2008,GOOD,RESERVOIR,FRESHWATER LAKE,32,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L08_01,2008,GOOD,RESCUE,FRESHWATER LAKE,144,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L08_02,2008,GOOD,RESCUE,FRESHWATER LAKE,17,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-15L08_03,2008,GOOD,RESCUE,FRESHWATER LAKE,19,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT10-16L01,2008,GOOD,KNAPP BROOK #1,FRESHWATER LAKE,25,ACRES,LAKE/RESERVOIR/POND,-
VT,1,VT03-09,2008,GOOD,Dead Creek minus segment,RIVER,17,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-10,2008,GOOD,Lemon Fair River,RIVER,76,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-11,2008,GOOD,New Haven River,RIVER,49.4,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-12,2008,GOOD,Middlebury River minus segment,RIVER,31.1,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-13,2008,GOOD,Furnace Brook and tribs,RIVER,61,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-14,2008,GOOD,East Creek,RIVER,29.3,MILES,STREAM/CREEK/RIVER,-
VT,1,VT03-15,2008,GOOD,Clarendon River,RIVER,17,MILES,STREAM/CREEK/RIVER,-
